claim_id	passenger_id	flight_id	flight_number	claim_date	issue_type	bag_description	bag_weight_kg	declared_value_eur	status	resolution_days	compensation_paid_eur	handling_agent
CLM00192	PAX00024439	FL0002673	LH9499	07-06-2022	Delayed	Grey Tumi backpack	25.3	1385.84	Resolved	1	0	Swissport
CLM00193	PAX00037359	FL0001105	LH6102	2022-01-22	Damaged	Black Rimowa suitcase	23.5	1064.38	Resolved		0	Swissport
CLM00194	PAX00039830	FL0010802	LH3535	2024-08-10	Delayed	Brown leather bag	26.2	658.19	Resolved	15	0	Swissport
CLM00195	PAX00019641	FL0008517	LH8001	2023-10-18	Damaged	Green hardcase	27.2	976.68	In Progress	44	0	Fraport Ground Services
CLM00196	PAX00030729	FL0010323	LH4580	2024-03-17	Delayed	Brown leather bag	29.7	EUR 251.29	In Progress	44	0	Lufthansa LEOS
CLM00197	PAX00042364	FL0005150	LH5422	2023-04-08	Lost	Brown leather bag	19.1	1938.45	Resolved	6	1044.62	Swissport
CLM00198	PAX00028697	FL0004698	LH2884	2022-11-30	Delayed	Grey Tumi backpack	30.8	2036.97	Resolved	32	0	Swissport
CLM00199	PAX00015270	FL0004851	LH240	2023-01-29	Delayed	Blue Samsonite carry-on	11.6	465.1	In Progress	15	0	Lufthansa LEOS
CLM00200	PAX00021978	FL0011617	LH3404	2024-10-13	Delayed	Blue Samsonite carry-on	26.9	797.35	Resolved	18	0	Lufthansa LEOS
CLM00201	PAX00032801	FL0010322	LH6972	2024-08-28	Delayed	Red duffel bag	15.5	1632.58	Resolved	23	0	Fraport Ground Services
CLM00202	PAX00021463	FL0005297	LH4684	2023-02-07	Pilfered	Red duffel bag	9.5	257.89	Pending	7	1397.47	Fraport Ground Services
CLM00203	PAX00038269	FL0001408	LH453	2022-01-04	Delayed	Green hardcase	21.8	1242.82	Resolved	31	0	Lufthansa LEOS
CLM00204	PAX00023937	FL0000974	LH1112	2022-01-06	Delayed	Blue Samsonite carry-on	31.9	2230.26	In Progress	27	0	Swissport
CLM00205	PAX00011894	FL0009611	LH5652	13-03-2024	Damaged	Green hardcase	21.8	1930.39	Resolved	42	$834.6	Lufthansa LEOS
CLM00206	PAX00011418	FL0004863	LH6871	2023-04-04	Damaged	Red duffel bag	28.6	1884.33	In Progress	35	0	Fraport Ground Services
CLM00207	PAX00027257	FL0010374	LH6026	2024-04-19	Lost	Grey Tumi backpack	17.5	711.63	Resolved	13	1007.33	Lufthansa LEOS
CLM00208	PAX00006346	FL0002206	LH848	2022-06-29	Lost	Black Rimowa suitcase	9.0	911.63	Denied	34	893.69	Swissport
CLM00209	PAX00035246	FL0009079	LH6815	13-02-2024	Delayed	Blue Samsonite carry-on	21.1	1243.92	Resolved	8	0	Swissport
CLM00210	PAX00043356	FL0007303	LH3362	2023-11-11	Damaged	Brown leather bag	19.5	2335.76	Resolved	42	989.68	Fraport Ground Services
CLM00211	PAX00038794	FL0006080	LH6389	2023-03-06	Lost	Blue Samsonite carry-on	17.4	2278.27	In Progress		0	Lufthansa LEOS
CLM00212	PAX00007689	FL0008263	LH7743	2023-10-27	Pilfered	Black Rimowa suitcase	18.2	1427.48	Resolved	6	0	Swissport
CLM00213	PAX00037129	FL0011440	LH9354	2024-09-05	Delayed	Green hardcase	17.6	2464.09	In Progress		0	Fraport Ground Services
CLM00214	PAX00039452	FL0003293	LH2972	2022-06-23	Lost	Green hardcase	24.2	1891.12	Resolved	32	178.04	Lufthansa LEOS
CLM00215	PAX00041882	FL0012104	LH1124	2024-12-29	Delayed	Black Rimowa suitcase	17.5	136.5	Resolved	40	0	Lufthansa LEOS
CLM00216	PAX00042608	FL0001136	LH2021	2022-01-27	Delayed	Brown leather bag	29.3	1133.08	Resolved		0	Swissport
CLM00217	PAX00032113	FL0006325	LH8249	2023-04-08	Delayed	Brown leather bag	31.8	2036.86	Pending	33	0	Swissport
CLM00218	PAX00028683	FL0009639	LH322	19-04-2024	Delayed	Red duffel bag	10.5	2326.48	Resolved	7	0	Swissport
CLM00219	PAX00032624	FL0005625	LH3185	01-05-2023	Delayed	Green hardcase	30.0	646.18	Resolved	29	0	Swissport
CLM00220	PAX00008441	FL0007949	LH8218	2023-11-23	Lost	Blue Samsonite carry-on	21.1	2425.12	In Progress		0	Fraport Ground Services
CLM00221	PAX00000733	FL0006980	LH4983	2023-10-02	Delayed	Brown leather bag	27.3	1445.05	In Progress	38	0	Lufthansa LEOS
CLM00222	PAX00027574	FL0004723	LH3999	2023-04-07	Delayed	Blue Samsonite carry-on	26.5	2193.22	Resolved	39	0	Lufthansa LEOS
CLM00223	PAX00031954	FL0010191	LH5502	29-07-2024	Damaged	Grey Tumi backpack	24.1	1409.82	Resolved	19	585.29	Lufthansa LEOS
CLM00224	PAX00006022	FL0002024	LH5753	2022-03-31	Delayed	Black Rimowa suitcase	13.2	451.68	Denied	23	0	Fraport Ground Services
CLM00225	PAX00010800	FL0005074	LH4783	2023-05-01	Lost	Brown leather bag	19.5	2433.52	Pending	30	1109.69	Swissport
CLM00226	PAX00036290	FL0011372	LH6817	2024-06-20	Delayed	Brown leather bag	18.9	598.38	In Progress			Fraport Ground Services
CLM00227	PAX00008995	FL0004030	LH4926	2022-12-08	Pilfered	Green hardcase	22.5	968.77	Resolved		0	Lufthansa LEOS
CLM00228	PAX00023837	FL0001937	LH1727	2022-02-17	Lost	Black Rimowa suitcase	13.4	2214.02	Denied	5	534.74	Swissport
CLM00229	PAX00024030	FL0001346	LH8303	2022-03-27	Delayed	Grey Tumi backpack	25.8	EUR 1635.75	Pending	35	0	Fraport Ground Services
CLM00230	PAX00021650	FL0010019	LH7409	2024-07-26	Damaged	Brown leather bag	12.6	1912.76	Resolved	30	0	Lufthansa LEOS
CLM00231	PAX00003464	FL0005739	LH4244	2023-04-03	Delayed	Blue Samsonite carry-on	24.2	527.83	In Progress		0	Swissport
CLM00232	PAX00017032	FL0005513	LH8297	2023-03-05	Delayed	Blue Samsonite carry-on	21.7	1174.94	Resolved	18	0	Lufthansa LEOS
CLM00233	PAX00016694	FL0008425	LH5851	2024-01-02	Lost	Grey Tumi backpack	10.9	1562.13	Resolved	42	241.39	Fraport Ground Services
CLM00234	PAX00002483	FL0002137	LH4827	2022-06-24	Lost	Grey Tumi backpack	22.4	1582.52	Pending	43	680.99	Lufthansa LEOS
CLM00235	PAX00002592	FL0000883	LH6183	2022-03-23	Lost	Grey Tumi backpack	30.1	1840.39	Resolved	37	1245.88	Lufthansa LEOS
CLM00236	PAX00014391	FL0004633	LH9287	2022-10-31	Damaged	Black Rimowa suitcase	12.9	1096.73	In Progress	5	629.36	Swissport
CLM00237	PAX00031413	FL0006466	LH8263	2023-03-31	Damaged	Green hardcase	15.9	2307.04	Resolved	35	0	Swissport
CLM00238	PAX00004113	FL0008118	LH3474	2023-12-19	Delayed	Brown leather bag	11.4	445.0	Pending	24	0	Fraport Ground Services
CLM00239	PAX00027751	FL0001650	LH9255	2022-05-14	Delayed	Brown leather bag	14.6	2101.51	Pending	9	0	Lufthansa LEOS
CLM00240	PAX00043672	FL0001174	LH7096	2022-03-06	Lost	Green hardcase	13.4	519.29	Resolved	36	0	Swissport
CLM00241	PAX00024891	FL0009946	LH6597	2024-04-17	Lost	Black Rimowa suitcase	29.0	1074.55	In Progress	37	655.54	Fraport Ground Services
CLM00242	PAX00042611	FL0001136	LH2021	2022-01-19	Delayed	Brown leather bag	10.7	1042.89	Pending	13	0	Swissport
CLM00243	PAX00034038	FL0001659	LH8433	2022-06-26	Damaged	Red duffel bag	22.7	1318.14	Denied	41	952.95	Lufthansa LEOS
CLM00244	PAX00025648	FL0004027	LH2886	2023-02-17	Delayed	Brown leather bag	18.7	2318.77	Resolved	45	0	Swissport
CLM00245	PAX00042514	FL0000735	LH4381	2022-02-26	Delayed	Grey Tumi backpack	9.0	2424.38	Resolved	31	0	Lufthansa LEOS
CLM00246	PAX00005153	FL0004933	LH7653	2023-04-26	Damaged	Blue Samsonite carry-on	22.8	2489.53	In Progress	6	0	Fraport Ground Services
CLM00247	PAX00036847	FL0003883	LH6038	2023-02-17	Damaged	Red duffel bag	17.0	750.24	Resolved	24	250.78	Lufthansa LEOS
CLM00248	PAX00031098	FL0010564	LH783	2024-06-29	Delayed	Blue Samsonite carry-on	19.9	2342.83	In Progress	15	0	Swissport
CLM00249	PAX00013757	FL0009311	LH4143	2024-01-30	Lost	Blue Samsonite carry-on	24.3	544.53	Denied		0	Lufthansa LEOS
CLM00250	PAX00024151	FL0000881	LH1846	2021-11-07	Pilfered	Red duffel bag	25.3	2326.26	Resolved	45	308.08	Swissport
CLM00251	PAX00031794	FL0006933	LH1538	2023-07-21	Delayed	Red duffel bag	13.5	1158.03	Resolved	8	0	Fraport Ground Services
CLM00252	PAX00043370	FL0008540	LH9923	2023-12-20	Lost	Red duffel bag	26.3	388.79	In Progress	21	0	Lufthansa LEOS
CLM00253	PAX00017836	FL0008015	LH2088	2023-08-22	Delayed	Blue Samsonite carry-on	9.0	1294.32	Resolved	13	0	Swissport
CLM00254	PAX00017282	FL0004411	LH877	2022-12-27	Delayed	Black Rimowa suitcase	14.0	1448.19	Resolved	38	0	Lufthansa LEOS
CLM00255	PAX00021510	FL0003553	LH9173	2022-08-09	Delayed	Blue Samsonite carry-on	8.1	1198.46	In Progress	11	0	Swissport
CLM00256	PAX00040951	FL0004365	LH8221	2023-03-14	Delayed	Grey Tumi backpack	8.7	245.14	Resolved		0	Fraport Ground Services
CLM00257	PAX00001524	FL0011828	LH9645	2024-10-06	Delayed	Green hardcase	22.1	129.88	Resolved	19	0	Lufthansa LEOS
CLM00258	PAX00036800	FL0001010	LH6628	2021-12-02	Delayed	Brown leather bag	24.4	693.12	Resolved	26	0	Fraport Ground Services
CLM00259	PAX00025792	FL0000550	LH8750	2021-11-24	Delayed	Green hardcase	20.8	1009.14	Pending		0	Swissport
CLM00260	PAX00040212	FL0004073	LH3613	2023-02-08	Delayed	Red duffel bag	17.1	1633.14	Denied	22	0	Lufthansa LEOS
CLM00261	PAX00003187	FL0005089	LH4277	2023-02-13	Damaged	Green hardcase	22.1	701.9	Resolved		0	Swissport
CLM00262	PAX00030088	FL0003440	LH7191	2022-09-26	Delayed	Black Rimowa suitcase	17.0	389.23	Pending	20	0	Swissport
CLM00263	PAX00030489	FL0010094	LH3987	2024-03-28	Delayed	Blue Samsonite carry-on	14.3	EUR 518.3	Resolved	28	0	Fraport Ground Services
CLM00264	PAX00000328	FL0009663	LH5080	2024-04-06	Damaged	Grey Tumi backpack	21.8	176.9	In Progress	39	0	Lufthansa LEOS
CLM00265	PAX00036866	FL0004502	LH4524	2023-02-23	Delayed	Red duffel bag	14.7	459.58	Pending	1	0	Swissport
CLM00266	PAX00012794	FL0003156	LH3118	10-09-2022	Damaged	Green hardcase	25.2	1227.37	Resolved	20	0	Swissport
CLM00267	PAX00037574	FL0002714	LH7682	2022-05-15	Lost	Blue Samsonite carry-on	22.4	1974.35	Resolved		0	Swissport
CLM00268	PAX00013304	FL0011749	LH2311	2024-09-08	Delayed	Black Rimowa suitcase	19.2	1664.75	In Progress	6	0	Fraport Ground Services
CLM00269	PAX00002024	FL0008290	LH6393	2023-10-28	Damaged	Black Rimowa suitcase	27.6	2397.4	Resolved		453.51	Lufthansa LEOS
CLM00270	PAX00019456	FL0003185	LH9429	2022-07-02	Damaged	Grey Tumi backpack	25.1	708.8	In Progress		1230.0	Fraport Ground Services
CLM00271	PAX00011574	FL0011500	LH390	2024-09-13	Delayed	Blue Samsonite carry-on	21.9	1657.37	Pending	18	0	Fraport Ground Services
CLM00272	PAX00000154	FL0001893	LH9791	2022-06-27	Delayed	Brown leather bag	23.2	2098.52	In Progress	33	0	Lufthansa LEOS
CLM00273	PAX00013870	FL0005997	LH770	2023-06-19	Delayed	Red duffel bag	26.3	EUR 444.61	In Progress		0	Swissport
CLM00274	PAX00031662	FL0006774	LH3260	2023-04-20	Lost	Red duffel bag	17.4	990.5	Pending		812.51	Swissport
CLM00275	PAX00027363	FL0007507	LH8974	2023-07-24	Delayed	Red duffel bag	18.7	262.66	Resolved		0	Lufthansa LEOS
CLM00276	PAX00000066	FL0002659	LH2728	2022-09-20	Damaged	Green hardcase	25.3	1687.61	In Progress	25	0	Lufthansa LEOS
CLM00277	PAX00007702	FL0001918	LH2014	2022-04-14	Delayed	Green hardcase	16.2	2252.32	In Progress	22	0	Swissport
CLM00278	PAX00032701	FL0012079	LH1452	2024-08-14	Lost	Brown leather bag	18.1	514.71	Resolved	13	1135.77	Fraport Ground Services
CLM00279	PAX00010168	FL0005957	LH4365	2023-06-26	Damaged	Red duffel bag	29.7	976.36	In Progress		0	Swissport
CLM00280	PAX00004339	FL0000506	LH2563	2021-11-19	Lost	Red duffel bag	27.5	1898.76	Resolved	38	337.26	Swissport
CLM00281	PAX00029858	FL0009036	LH617	2024-05-22	Delayed	Red duffel bag	27.6	EUR 799.88	Resolved	20	0	Swissport
CLM00282	PAX00043468	FL0001239	LH9922	2022-04-12	Lost	Grey Tumi backpack	28.6	1416.06	Pending		146.81	Swissport
CLM00283	PAX00031339	FL0003243	LH5256	2022-11-20	Lost	Grey Tumi backpack	19.0	995.02	Resolved		349.49	Swissport
CLM00284	PAX00019698	FL0003919	LH8258	2022-09-14	Lost	Red duffel bag	16.8	1732.08	Pending	11	1114.38	Fraport Ground Services
CLM00285	PAX00014071	FL0011953	LH1756	2024-11-10	Delayed	Black Rimowa suitcase	29.5	1127.65	Resolved	20	0	Fraport Ground Services
CLM00286	PAX00006073	FL0001236	LH7355	2021-12-29	Damaged	Grey Tumi backpack	29.5	2278.9	Pending	16	0	Lufthansa LEOS
CLM00287	PAX00021789	FL0010004	LH9526	17-06-2024	Delayed	Red duffel bag	20.6	1117.95	In Progress	10	0	Lufthansa LEOS
CLM00288	PAX00010684	FL0009390	LH3423	2024-03-06	Delayed	Grey Tumi backpack	28.1	1220.64	Resolved	38	0	Lufthansa LEOS
CLM00289	PAX00035312	FL0001945	LH4296	2022-07-21	Lost	Red duffel bag	23.5	1051.11	In Progress	28	0	Swissport
CLM00290	PAX00013459	FL0001665	LH8402	13-06-2022	Lost	Grey Tumi backpack	15.8	2301.18	In Progress	15	0	Swissport
CLM00291	PAX00036860	FL0008047	LH3998	07-01-2024	Delayed	Green hardcase	29.9	728.28	Resolved	25	0	Fraport Ground Services
CLM00292	PAX00004247	FL0002824	LH6826	2022-09-03	Lost	Brown leather bag	28.5	656.59	Pending	17	285.86	Swissport
CLM00293	PAX00014924	FL0006865	LH7100	2023-08-17	Delayed	Black Rimowa suitcase	12.4	1422.7	Pending	6	0	Lufthansa LEOS
CLM00294	PAX00002230	FL0009820	LH3738	2024-05-13	Delayed	Green hardcase	10.2	533.39	Denied	10	0	Swissport
CLM00295	PAX00033440	FL0001768	LH2580	2022-06-18	Damaged	Grey Tumi backpack	30.9	961.22	Pending	42	227.47	Lufthansa LEOS
CLM00296	PAX00033472	FL0011433	LH178	2024-05-31	Lost	Green hardcase	14.7	159.97	In Progress	41	0	Fraport Ground Services
CLM00297	PAX00026167	FL0009596	LH8716	2024-03-01	Delayed	Black Rimowa suitcase	9.5	1700.02	Resolved	10	0	Lufthansa LEOS
CLM00298	PAX00034268	FL0006063	LH3929	04-08-2023	Delayed	Brown leather bag	17.2	2097.51	In Progress	6	0	Fraport Ground Services
CLM00299	PAX00002893	FL0006981	LH7261	2023-08-27	Delayed	Grey Tumi backpack	22.1	1932.35	In Progress	40	0	Swissport
CLM00300	PAX00026898	FL0001697	LH7825	2022-04-11	Damaged	Green hardcase	23.2	981.46	Resolved	9	1317.43	Swissport
CLM00301	PAX00000728	FL0004741	LH6326	2023-04-15	Delayed	Blue Samsonite carry-on	13.3	1850.34	Resolved	25	0	Fraport Ground Services
CLM00302	PAX00024757	FL0001344	LH3138	2022-03-10	Delayed	Blue Samsonite carry-on	15.0	1012.35	Resolved	8	0	Swissport
CLM00303	PAX00012420	FL0001824	LH9190	2022-05-30	Delayed	Black Rimowa suitcase	13.2	369.85	Pending	27	0	Swissport
CLM00304	PAX00026561	FL0006734	LH3636	2023-06-19	Damaged	Blue Samsonite carry-on	11.7	1955.46	Resolved		0	Fraport Ground Services
CLM00305	PAX00018765	FL0002161	LH440	2022-05-14	Lost	Grey Tumi backpack	19.9	1551.94	Resolved	40	782.91	Swissport
CLM00306	PAX00038188	FL0007267	LH2228	2023-11-26	Delayed	Brown leather bag	24.0	732.2	Resolved		0	Swissport
CLM00307	PAX00004470	FL0008877	LH8648	2024-03-16	Lost	Brown leather bag	10.1	2321.76	In Progress	19	546.7	Swissport
CLM00308	PAX00041804	FL0008923	LH3450	2024-04-16	Delayed	Brown leather bag	28.8	1825.41	Pending	27	0	Lufthansa LEOS
CLM00309	PAX00026172	FL0007373	LH1635	2023-11-04	Lost	Brown leather bag	27.5	2157.52	Resolved		1281.58	Lufthansa LEOS
CLM00310	PAX00021171	FL0011147	LH8547	2024-06-06	Lost	Black Rimowa suitcase	19.3	398.32	Denied	30	255.21	Lufthansa LEOS
CLM00311	PAX00041910	FL0006947	LH6808	2023-08-26	Lost	Green hardcase	31.0	2171.25	Denied	27	300.81	Fraport Ground Services
CLM00312	PAX00029248	FL0008410	LH7400	2024-01-14	Delayed	Brown leather bag	28.6	521.78	Resolved	2	0	Lufthansa LEOS
CLM00313	PAX00041409	FL0005221	LH9649	2023-06-05	Delayed	Black Rimowa suitcase	21.1	379.31	In Progress	19	0	Lufthansa LEOS
CLM00314	PAX00001645	FL0011908	LH3288	2024-10-26	Damaged	Grey Tumi backpack	18.5	1987.66	Pending	28	651.6	Lufthansa LEOS
CLM00315	PAX00034193	FL0007250	LH8392	30-06-2023	Damaged	Green hardcase	26.2	667.59	Resolved	39	661.31	Fraport Ground Services
CLM00316	PAX00042295	FL0005184	LH775	2023-05-24	Delayed	Brown leather bag	11.6	1643.24	Resolved	19	0	Swissport
CLM00317	PAX00006997	FL0007065	LH991	2023-09-18	Damaged	Black Rimowa suitcase	17.0	288.2	Resolved	5	344.82	Swissport
CLM00318	PAX00027558	FL0008924	LH7255	2024-05-10	Delayed	Blue Samsonite carry-on	23.4	188.98	Denied	35	0	Swissport
CLM00319	PAX00018636	FL0001638	LH8179	25-04-2022	Delayed	Blue Samsonite carry-on	14.2	1300.4	Resolved	37	0	Swissport
CLM00320	PAX00010810	FL0011190	LH4654	2024-06-14	Delayed	Brown leather bag	23.4	EUR 358.65	Resolved	6	0	Swissport
CLM00321	PAX00031014	FL0006399	LH2348	2023-09-07	Pilfered	Red duffel bag	24.5	2324.26	Denied	5	837.67	Lufthansa LEOS
CLM00322	PAX00010693	FL0002142	LH2144	2022-05-02	Damaged	Grey Tumi backpack	21.5	2240.75	Resolved	28	772.72	Lufthansa LEOS
CLM00323	PAX00003026	FL0005747	LH7337	2023-02-11	Delayed	Red duffel bag	12.5	688.27	In Progress	24	0	Swissport
CLM00324	PAX00042793	FL0009417	LH9574	2024-01-03	Delayed	Grey Tumi backpack	28.3	858.88	Resolved	10	0	Lufthansa LEOS
CLM00325	PAX00004489	FL0005536	LH9207	2023-03-06	Delayed	Green hardcase	28.2	1919.38	Pending	28	0	Fraport Ground Services
CLM00326	PAX00020446	FL0011493	LH5289	2024-09-22	Delayed	Black Rimowa suitcase	28.7	2267.26	Resolved	4	0	Fraport Ground Services
CLM00327	PAX00023128	FL0000786	LH3235	2022-03-08	Damaged	Black Rimowa suitcase	30.4	1825.15	In Progress	1	0	Swissport
CLM00328	PAX00003682	FL0005931	LH2809	2023-06-15	Lost	Grey Tumi backpack	27.2	2168.18	Resolved	2	481.74	Lufthansa LEOS
CLM00329	PAX00005919	FL0004443	LH9285	2022-12-05	Damaged	Red duffel bag	22.1	128.73	Resolved	9	0	Fraport Ground Services
CLM00330	PAX00041871	FL0000822	LH5774	2022-01-04	Pilfered	Blue Samsonite carry-on	21.3	814.92	In Progress		1434.17	Lufthansa LEOS
CLM00331	PAX00000361	FL0010465	LH6062	2024-08-05	Delayed	Black Rimowa suitcase	23.7	1196.28	Resolved		0	Swissport
CLM00332	PAX00027024	FL0004033	LH7272	2022-12-24	Delayed	Grey Tumi backpack	16.2	739.1	Resolved	6	0	Lufthansa LEOS
CLM00333	PAX00020724	FL0011237	LH7404	2024-06-22	Delayed	Red duffel bag	16.4	2275.39	Pending	41	0	Lufthansa LEOS
CLM00334	PAX00020986	FL0001313	LH8636	2022-02-26	Damaged	Blue Samsonite carry-on	27.2	445.26	In Progress	42	0	Lufthansa LEOS
CLM00335	PAX00006398	FL0002495	LH6661	2022-05-28	Delayed	Blue Samsonite carry-on	29.3	1248.15	In Progress	30	0	Fraport Ground Services
CLM00336	PAX00026070	FL0005789	LH5442	2023-06-14	Damaged	Blue Samsonite carry-on	23.9	2143.51	Resolved	37	114.68	Lufthansa LEOS
CLM00337	PAX00028934	FL0011169	LH6531	2024-09-10	Lost	Red duffel bag	17.5	215.4	Resolved	29	659.7	Lufthansa LEOS
CLM00338	PAX00017729	FL0011097	LH5562	2024-07-06	Lost	Blue Samsonite carry-on	26.3	2186.76	Resolved	5	1058.14	Swissport
CLM00339	PAX00037362	FL0001105	LH6102	2022-03-25	Lost	Grey Tumi backpack	9.4	240.75	Resolved	33	0	Fraport Ground Services
CLM00340	PAX00003337	FL0004298	LH2561	02-12-2022	Delayed	Red duffel bag	19.1	1298.68	Resolved	33	0	Lufthansa LEOS
CLM00341	PAX00009302	FL0010483	LH4761	2024-07-28	Delayed	Brown leather bag	10.7	1421.04	Resolved	3	0	Swissport
CLM00342	PAX00038000	FL0006159	LH2201	14-07-2023	Delayed	Green hardcase	29.4	480.0	In Progress	4	0	Swissport
CLM00343	PAX00000557	FL0006780	LH6930	2023-08-11	Damaged	Red duffel bag	31.8	1793.41	Resolved	24	1446.21	Fraport Ground Services
CLM00344	PAX00040480	FL0008052	LH5717	2023-10-24	Delayed	Blue Samsonite carry-on	18.8	1183.63	Pending	14	0	Fraport Ground Services
CLM00345	PAX00014036	FL0004532	LH9599	2023-01-25	Damaged	Black Rimowa suitcase	31.7	2462.77	Pending	20	1110.81	Swissport
CLM00346	PAX00026607	FL0009059	LH1244	2023-12-15	Delayed	Red duffel bag	13.2	2151.36	Resolved	12	0	Fraport Ground Services
CLM00347	PAX00009030	FL0002273	LH4500	2022-05-06	Delayed	Brown leather bag	12.9	2097.99	Pending		0	Fraport Ground Services
CLM00348	PAX00037783	FL0008236	LH3410	2023-10-24	Delayed	Grey Tumi backpack	14.6	1567.12	Resolved	29	0	Fraport Ground Services
CLM00349	PAX00022903	FL0006297	LH3898	2023-05-16	Delayed	Red duffel bag	10.1	684.79	In Progress	37	0	Lufthansa LEOS
CLM00350	PAX00041131	FL0004673	LH6765	2023-02-16	Pilfered	Brown leather bag	29.0	270.75	Pending	9	1224.24	Lufthansa LEOS
CLM00351	PAX00001068	FL0006917	LH985	2023-05-16	Delayed	Green hardcase	18.3	1219.04	Resolved		0	Lufthansa LEOS
CLM00352	PAX00030653	FL0006677	LH6544	2023-07-18	Delayed	Red duffel bag	12.1	1878.4	Resolved	32	0	Fraport Ground Services
CLM00353	PAX00004565	FL0001725	LH5606	2022-05-24	Damaged	Black Rimowa suitcase	29.7	1830.9	In Progress	6	337.5	Fraport Ground Services
CLM00354	PAX00007775	FL0006361	LH1143	2023-03-23	Damaged	Grey Tumi backpack	21.5	2083.0	Pending		368.63	Lufthansa LEOS
CLM00355	PAX00028329	FL0007078	LH1199	2023-11-04	Delayed	Brown leather bag	30.8	1593.16	Resolved	15	0	Swissport
CLM00356	PAX00036829	FL0001205	LH2889	2022-01-13	Lost	Red duffel bag	29.6	1476.93	In Progress	25	325.21	Swissport
CLM00357	PAX00020984	FL0001313	LH8636	2022-05-11	Lost	Green hardcase	29.4	1146.9	Resolved	34		Swissport
CLM00358	PAX00038710	FL0000120	LH228	2021-10-01	Lost	Red duffel bag	22.0	2309.68	Pending	12	$1455.43	Fraport Ground Services
CLM00359	PAX00041338	FL0003946	LH3594	2022-11-09	Damaged	Green hardcase	22.5	2203.75	Resolved	7	0	Lufthansa LEOS
CLM00360	PAX00028559	FL0006099	LH3787	2023-06-09	Delayed	Green hardcase	16.4	2367.76	Pending	20	0	Fraport Ground Services
CLM00361	PAX00034743	FL0010087	LH4032	2024-05-24	Delayed	Green hardcase	13.9	1214.05	In Progress	20	0	Fraport Ground Services
CLM00362	PAX00043387	FL0005023	LH9879	2023-05-19	Delayed	Black Rimowa suitcase	30.3	1580.09	In Progress	9	0	Swissport
CLM00363	PAX00030875	FL0009996	LH4860	19-01-2024	Delayed	Brown leather bag	15.2	1324.19	Pending			Swissport
CLM00364	PAX00038079	FL0003738	LH6227	2022-12-03	Delayed	Blue Samsonite carry-on	23.4	271.59	Pending	33	0	Fraport Ground Services
CLM00365	PAX00018984	FL0006828	LH5857	2023-05-29	Damaged	Grey Tumi backpack	28.0	2422.06	Resolved		821.87	Fraport Ground Services
CLM00366	PAX00035314	FL0001945	LH4296	2022-04-11	Damaged	Green hardcase	26.6	1878.69	Pending	25	292.82	Lufthansa LEOS
CLM00367	PAX00019148	FL0004320	LH9227	2022-10-25	Delayed	Green hardcase	25.9	1727.02	In Progress	11	0	Lufthansa LEOS
CLM00368	PAX00026130	FL0002654	LH2072	2022-04-17	Delayed	Red duffel bag	15.8	271.38	Resolved	32	0	Swissport
CLM00369	PAX00005280	FL0010167	LH5855	2024-03-13	Pilfered	Red duffel bag	15.4	1891.54	Resolved	19	628.97	Swissport
CLM00370	PAX00040903	FL0008254	LH5242	2023-09-29	Damaged	Black Rimowa suitcase	16.2	2124.95	Resolved	8	793.53	Swissport
CLM00371	PAX00039253	FL0004196	LH5856	2022-10-06	Pilfered	Red duffel bag	8.9	120.22	Resolved	44	1253.52	Lufthansa LEOS
CLM00372	PAX00037148	FL0002490	LH8066	14-04-2022	Delayed	Green hardcase	20.7	1094.67	Denied		0	Fraport Ground Services
CLM00373	PAX00021060	FL0005068	LH7017	2023-03-11	Delayed	Green hardcase	23.5	1654.9	Pending		0	Fraport Ground Services
