flight_id,flight_number,aircraft_registration,aircraft_type,flight_type,origin,destination,destination_city,destination_country,region,route_category,date,scheduled_time,actual_time,delay_minutes,delay_reason,status,terminal,gate,passengers,load_factor_pct,cargo_kg,distance_km,flight_duration_min,fuel_consumption_kg,flight_revenue_eur
FL0000119,LH7369,D-ABYB,Boeing 747-8,Departure,FRA,JFK,New York,United States,North America,Long-haul,2022-01-17,21:30,21:50,20,Fuel issue,Delayed,Terminal 1B,A14,284,78.0,10754.0,6200,466,18958,214271.79
FL0000120,LH228,D-AINA,Airbus A320neo,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-01-18,15:20,15:35,15,Security check,Delayed,Terminal 1C,B8,149,83.1,1587.0,450,51,1426,21305.47
FL0000121,LH6382,D-AICB,Airbus A320-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-01-18,13:55,13:55,0,,Early,Terminal 1B,C23,154,91.9,3839.0,650,43,1526,25651.99
FL0000122,LH5369,D-AIBA,Airbus A319-100,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,18/01/2022,08:55,08:55,0,,On Time,Terminal 1C,A9,101,73.6,,515,35,1071,9245.12
FL0000123,LH2834,D-AICC,Airbus A320-200,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2022-01-18,12:05,12:05,0,,On Time,Terminal 1A,C30,140,83.4,939.0,1450,113,4553,43997.11
FL0000124,LH2881,D-AIEB,Airbus A321neo,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2022-01-18,14:55,14:55,0,,On Time,Terminal 1C,A23,149,76.8,1036.0,305,13,839,26371.67
FL0000125,LH3309,D-AIDB,Airbus A321-200,Arrival,ARN,FRA,Stockholm,Sweden,Europe,Medium-haul,2022-01-18,06:25,06:25,0,,Early,Terminal 1A,A10,143,75.8,2718.0,1240,104,3880,35503.64
FL0000126,LH9031,D-AIEB,Airbus A321neo,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2022-01-18,06:40,06:40,0,,On Time,Terminal 1A,C17,161,83.0,939.0,300,35,871,19900.93
FL0000127,LH2882,D-AIKC,Airbus A330-300,Departure,FRA,IAD,Washington,United States,North America,Long-haul,2022-01-18,22:15,22:15,0,,Early,Terminal 1A,C17,188,80.2,15986.0,6350,459,25585,
FL0000128,LH3467,D-AIKA,Airbus A330-300,Arrival,DEL,FRA,Delhi,India,Asia,Long-haul,2022-01-18,08:15,08:15,0,,On Time,Terminal 1C,C23,223,95.1,12442.0,5850,441,21282,103693.45
FL0000129,LH9519,D-AIHC,Airbus A340-600,Departure,FRA,DXB,Dubai,UAE,Middle East,Long-haul,2022-01-18,08:40,08:00,20,Passenger boarding,Delayed,Terminal 1B,A15,277,93.3,7463.0,4830,351,14672,166921.87
FL0000130,LH3243,D-AIBB,Airbus A319-100,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2022-01-19,17:10,17:10,0,,On Time,Terminal 1B,C4,106,77.3,2971.0,515,39,1577,16904.63
FL0000131,LH8778,D-AIDA,Airbus A321-200,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2022-01-19,13:10,13:10,0,,On Time,Terminal 1B,C26,172,90.8,1071.0,305,20,858,24892.56
FL0000132,LH2381,D-AIDB,Airbus A321-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2022-01-19,16:40,16:45,5,Strike action,Delayed,Terminal 1A,A28,151 pax,79.9,2423.0,300,12,653,13886.1
FL0000133,LH5753,D-AICA,Airbus A320-200,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2022-01-19,14:10,14:25,15,Security check,Delayed,Terminal 1C,C9,137,81.8,4341.0,225,26,669,32801.95
FL0000134,LH5780,D-AIKC,Airbus A330-300,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2022-01-19,08:25,08:25,0,,On Time,Terminal 1A,C25,223,94.9,21207.0,6200,464,16374,213711.01
FL0000135,LH4183,D-AIKC,Airbus A330-300,Departure,FRA,NRT,Tokyo,Japan,Asia,Long-haul,2022-01-19,08:50,08:50,0,,On Time,Terminal 1A,A25,189,80.7,,9350,694,27587,106667.88
FL0000136,LH9523,D-AIHC,Airbus A340-600,Departure,FRA,GRU,Sao Paulo,Brazil,South America,Long-haul,2022-01-19,20:25,20:25,0,,On Time,Terminal 1C,B13,210,70.7,22708.0,9850,726,40653,
FL0000137,LH7459,D-AIHB,Airbus A340-600,Arrival,DXB,FRA,Dubai,UAE,Middle East,Long-haul,2022-01-19,08:10,08:10,0,,On Time,Terminal 1C,C24,264,89.0,1776.0,4830,341,16955,269503.49
FL0000138,LH2467,D-AIBB,Airbus A319-100,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-01-20,19:50,19:00,10,Passenger boarding,Delayed,Terminal 1C,A11,96,70.3,953.0,450,49,1009,23245.22
FL0000139,LH4621,D-AIBA,Airbus A319-100,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-01-20,20:35,20:50,15,Bird strike,Delayed,Terminal 1C,A5,131,95.5,722.0,650,45,1908,12839.69
FL0000140,LH6450,D-AIBB,Airbus A319-100,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2022-01-20,09:40,09:40,0,,On Time,Terminal 1B,C25,117,84.9,4077.0,365,27,776,27280.32
FL0000141,LH1454,D-AINB,Airbus A320neo,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,2022-01-20,20:10,21:10,60,Weather conditions,Delayed,Terminal 1C,C11,150,83.4,4430.0,680,63,1978,31189.53
FL0000142,LH181,D-AICA,Airbus A320-200,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2022-01-20,12:50,12:55,5,Passenger boarding,Delayed,Terminal 1B,C6,149,89.2,601.0,225,20,676,28674.08
FL0000143,LH3519,D-AIKC,Airbus A330-300,Departure,FRA,SIN,Singapore,Singapore,Asia,Long-haul,2022-01-20,08:40,08:40,0,,On Time,Terminal 1C,A10,222,94.5,17621.0,10300,759,45764,262220.06
FL0000144,LH4779,D-AIEB,Airbus A321neo,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-01-21,11:20,11:20,0,,On Time,Terminal 1A,B25,179,92.0,1513.0,450,33,1435,15540.06
FL0000145,LH4007,D-AIDB,Airbus A321-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-01-21,12:15,12:15,0,,Early,Terminal 1C,C28,134,70.9,749.0,650,66,1698,25728.17
FL0000146,LH662,D-AIEA,Airbus A321neo,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2022-01-21,07:30,07:30,0,,On Time,Terminal 1C,B11,178,91.6,3971.0,365,38,1111,34351.75
FL0000147,LH6294,D-AINA,Airbus A320neo,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2022-01-21,21:25,21:25,0,,On Time,Terminal 1C,C1,137,76.6,3303.0,1090,78,2303,16991.08
FL0000148,LH241,D-AICC,Airbus A320-200,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2022-01-21,07:30,07:30,0,,Early,Terminal 1C,C19,115,68.5,1450.0,305,22,811,23090.07
FL0000149,LH6783,D-AICC,Airbus A320-200,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2022-01-21,19:40,19:40,0,,On Time,Terminal 1C,C8,118,70.3,1053.0,1860,134,4839,19425.23
FL0000150,LH1090,D-AICC,Airbus A320-200,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2022-01-21,11:40,11:55,15,Weather conditions,Delayed,Terminal 1A,C28,144,85.7,3924.0,225,30,473,15586.39
FL0000151,LH3919,D-AIDA,Airbus A321-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-01-22,07:55,07:55,0,,On Time,Terminal 1B,C14,142,75.1,1943.0,450,38,1123,23749.15
FL0000152,LH4789,D-AINB,Airbus A320neo,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-01-22,09:25,09:25,0,,On Time,Terminal 1A,A8,169,94.4,4730.0,650,38,1726,32299.17
FL0000153,LH2594,D-AIBB,Airbus A319-100,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2022-01-22,14:30,14:40,10,Airport congestion,Delayed,Terminal 1C,B11,99,71.9,1311.0,365,33,762,15005.87
FL0000154,LH916,D-AIEA,Airbus A321neo,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,2022-01-22,08:40,08:40,0,,Early,Terminal 1C,C17,178,91.8,1669.0,1860,153,4319,32218.29
FL0000155,LH1232,D-AIDA,Airbus A321-200,Arrival,ATH,FRA,Athens,Greece,Europe,Medium-haul,22/01/2022,12:05,12:05,0,,On Time,Terminal 1B,B23,156,82.3,1638.0,1810,140,4632,27644.37
FL0000156,LH3298,D-AICA,Airbus A320-200,Arrival,ARN,FRA,Stockholm,Sweden,Europe,Medium-haul,2022-01-22,12:35,12:35,0,,On Time,Terminal 1C,A20,157,93.7,1529.0,1240,85,3836,45643.23
FL0000157,LH4897,D-AIEB,Airbus A321neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-01-22,12:40,12:55,15,Air traffic control,Delayed,Terminal 1C,A5,183,94.1,1361.0,300,30,858,40147.95
FL0000158,LH6490,D-AIKC,Airbus A330-300,Departure,FRA,YYZ,Toronto,Canada,North America,Long-haul,2022-01-22,22:55,22:55,0,,On Time,Terminal 1A,B17,165,70.2,21478.0,6350,470,26805,170672.32
FL0000159,LH2846,D-AIBB,Airbus A319-100,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-01-23,14:55,14:55,0,,On Time,Terminal 1B,B7,109,79.6,1925.0,450,25,970,10075.25
FL0000160,LH8353,D-AICC,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-01-23,11:15,11:15,0,,Early,Terminal 1B,A21,116,69.6,1610.0,650,45,2024,21478.57
FL0000161,LH9931,D-AICB,Airbus A320-200,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2022-01-23,20:15,20:15,0,,On Time,Terminal 1C,A14,115,68.8,2017.0,365,37,1092,10305.8
FL0000162,LH8218,D-AIDB,Airbus A321-200,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2022-01-23,20:50,20:50,0,,On Time,Terminal 1B,B5,140 pax,73.8,4741.0,960,87,2694,23067.12
FL0000163,LH5720,D-AICB,Airbus A320-200,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2022-01-23,22:05,22:05,0,,Early,Terminal 1C,C10,119,71.3,248.0,320,38,856,23404.19
FL0000164,LH635,D-ABYD,Boeing 747-8,Arrival,ORD,FRA,Chicago,United States,North America,Long-haul,2022-01-23,14:50,14:20,30,Security check,Delayed,Terminal 1A,B2,309,85.0,10704.0,6970,500,20735,149193.09
FL0000165,LH7908,D-AIDA,Airbus A321-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-01-24,18:15,18:15,0,,On Time,Terminal 1A,C17,155,81.9,1455.0,450,47,1111,24935.9
FL0000166,LH8321,D-AIEB,Airbus A321neo,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-01-24,11:15,11:15,0,,On Time,Terminal 1B,A25,158 pax,81.4,4776.0,650,57,1915,12899.87
FL0000167,LH4008,D-AIDB,Airbus A321-200,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2022-01-24,10:50,10:00,10,Connecting passengers,Delayed,Terminal 1B,A25,180,95.0,3268.0,960,76,2266,29695.11
FL0000168,LH4265,D-AINB,Airbus A320neo,Departure,FRA,MAD,Madrid,Spain,Europe,Medium-haul,2022-01-24,13:10,13:30,20,Strike action,Delayed,Terminal 1C,C5,161,89.8,2880.0,1450,122,3379,55899.45
FL0000169,LH6996,D-AIEB,Airbus A321neo,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2022-01-24,17:35,17:40,5,Late incoming aircraft,Delayed,Terminal 1B,A3,153,78.9,2761.0,600,40,1733,16325.51
FL0000170,LH7206,D-AIDB,Airbus A321-200,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,2022-01-24,06:05,06:20,15,Crew availability,Delayed,Terminal 1A,B2,159,84.1,2556.0,680,49,1774,
FL0000171,LH9888,D-AINB,Airbus A320neo,Departure,FRA,LIS,Lisbon,Portugal,Europe,Medium-haul,2022-01-24,08:40,08:40,0,,On Time,Terminal 1B,B29,137 pax,76.1,2019.0,1880,148,4514,42959.38
FL0000172,LH3233,D-AIBB,Airbus A319-100,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2022-01-24,08:55,08:40,45,Medical emergency,Delayed,Terminal 1A,C19,100,72.5,1907.0,225,15,616,16961.36
FL0000173,LH5835,D-AIXA,Airbus A350-900,Arrival,NRT,FRA,Tokyo,Japan,Asia,Long-haul,2022-01-24,21:25,21:25,0,,On Time,Terminal 1B,C30,235,86.6,20099.0,9350,693,34828,127827.66
FL0000174,LH319,D-AIBB,Airbus A319-100,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-01-25,09:40,09:40,0,,Early,Terminal 1A,C26,128,93.4,2519.0,450,48,1071,17247.15
FL0000175,LH6232,D-AIBA,Airbus A319-100,Departure,FRA,WAW,Warsaw,Poland,Europe,Short-haul,25/01/2022,07:00,07:00,0,,Early,Terminal 1B,C19,95,69.0,3265.0,890,66,1982,11743.51
FL0000176,LH5357,D-AICA,Airbus A320-200,Arrival,LIS,FRA,Lisbon,Portugal,Europe,Medium-haul,2022-01-25,18:20,18:20,0,,Early,Terminal 1A,C29,154,91.7,1789.0,1880,154,4792,19007.17
FL0000177,LH9847,D-AIEA,Airbus A321neo,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,25/01/2022,13:35,13:35,0,,On Time,Terminal 1C,B17,180,92.7,427.0,300,23,854,39747.2
FL0000178,LH7315,D-AIBB,Airbus A319-100,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,25/01/2022,10:30,10:30,0,,On Time,Terminal 1A,A21,126,91.4,3671.0,225,17,470,12800.7
FL0000179,LH9371,D-ABYB,Boeing 747-8,Arrival,ORD,FRA,Chicago,United States,North America,Long-haul,2022-01-25,13:55,13:55,0,,On Time,Terminal 1B,A20,338,92.9,6104.0,6970,511,22431,389500.74
FL0000180,LH6978,D-AIDB,Airbus A321-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-01-26,10:05,10:20,15,Air traffic control,Delayed,Terminal 1B,C13,180,95.1,3305.0,450,51,1385,27954.69
FL0000181,LH2320,D-AIDB,Airbus A321-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-01-26,13:35,13:45,10,Air traffic control,Delayed,Terminal 1C,B11,161,84.9,2520.0,650,37,1759,20444.85
FL0000182,LH902,D-AICB,Airbus A320-200,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2022-01-26,17:10,17:25,15,Strike action,Delayed,Terminal 1B,C8,139,82.9,1704.0,305,24,842,25248.88
FL0000183,LH4933,D-AIBB,Airbus A319-100,Departure,FRA,CPH,Copenhagen,Denmark,Europe,Short-haul,2022-01-26,08:30,08:45,15,Fuel issue,Delayed,Terminal 1B,A13,114,83.1,3084.0,680,42,1602,10468.96
FL0000184,LH9054,D-AINB,Airbus A320neo,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-01-27,19:45,19:45,0,,On Time,Terminal 1A,C13,149,83.2,4272.0,450,51,1179,23036.89
FL0000185,LH2832,D-AINA,Airbus A320neo,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-01-27,12:10,12:10,0,,On Time,Terminal 1B,C15,171,95.5,1494.0,650,48,1729,27168.41
FL0000186,LH908,D-AICC,Airbus A320-200,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2022-01-27,20:10,20:20,10,Connecting passengers,Delayed,Terminal 1A,C30,155,92.8,2541.0,1450,107,3787,26300.9
FL0000187,LH3164,D-AIDA,Airbus A321-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2022-01-27,07:20,07:20,0,,On Time,Terminal 1C,C3,163,86.0,2489.0,300,25,701,13408.37
FL0000188,LH644,D-AIDA,Airbus A321-200,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2022-01-27,07:40,07:50,10,De-icing,Delayed,Terminal 1A,C12,160,84.3,2960.0,225,19,519,34497.77
FL0000189,LH2482,D-AIKA,Airbus A330-300,Departure,FRA,JFK,New York,United States,North America,Long-haul,2022-01-27,10:50,10:50,0,,On Time,Terminal 1C,B1,164,69.8,15148.0,6200,440,16201,165890.38
FL0000190,LH7985,D-AIXB,Airbus A350-900,Arrival,DXB,FRA,Dubai,UAE,Middle East,Long-haul,2022-01-27,09:55,09:55,0,,On Time,Terminal 1B,A2,260,95.6,16980.0,4830,343,14074,137065.35
FL0000191,LH5229,D-AICB,Airbus A320-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-01-28,11:15,11:15,0,,On Time,Terminal 1C,B4,153,91.2,2320.0,450,27,1285,28165.15
FL0000192,LH5347,D-AIDA,Airbus A321-200,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2022-01-28,08:10,08:10,0,,On Time,Terminal 1B,C21,129,68.3,723.0,1090,93,3105,22421.84
FL0000193,LH3655,D-AIBB,Airbus A319-100,Departure,FRA,BRU,Brussels,Belgium,Europe,Short-haul,2022-01-28,12:15,12:15,0,,On Time,Terminal 1C,B6,99,72.4,667.0,320,31,977,18097.1
FL0000194,LH2545,D-AINB,Airbus A320neo,Arrival,WAW,FRA,Warsaw,Poland,Europe,Short-haul,2022-01-28,18:10,18:20,10 min,Runway maintenance,Delayed,Terminal 1C,C21,167,93.0,1814.0,890,71,2204,34681.99
FL0000195,LH4080,D-AIDB,Airbus A321-200,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2022-01-28,15:05,15:05,0,,Early,Terminal 1C,B20,133,70.3,1562.0,1860,144,5921,45461.82
FL0000196,LH4127,D-AIBA,Airbus A319-100,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2022-01-28,14:00,14:00,0,,On Time,Terminal 1A,C29,130,94.2,3496.0,300,11,790,14765.59
FL0000197,LH3201,D-AINB,Airbus A320neo,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2022-01-28,12:55,12:55,0,,Early,Terminal 1A,C16,152,84.7,,225,28,472,34324.31
FL0000198,LH376,D-AIHB,Airbus A340-600,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2022-01-28,08:25,08:25,0,,On Time,Terminal 1A,A10,216,72.9,1773.0,6200,458,22191,212585.96
FL0000199,LH1395,D-ABYC,Boeing 747-8,Arrival,ORD,FRA,Chicago,United States,North America,Long-haul,2022-01-28,10:10,10:10,0,,Early,Terminal 1B,B6,345,94.8,23076.0,6970,521,22384,256039.08
FL0000200,LH4244,D-AIXD,Airbus A350-900,Departure,FRA,YYZ,Toronto,Canada,North America,Long-haul,2022-01-28,09:05,09:15,10,Strike action,Delayed,Terminal 1B,C8,228,84.1,22491.0,6350,455,18106,226250.28
FL0000201,LH6450,D-AIHB,Airbus A340-600,Arrival,GRU,FRA,Sao Paulo,Brazil,South America,Long-haul,2022-01-28,08:45,08:45,0,,On Time,Terminal 1B,C23,232,78.4,16553.0,9850,725,39748,277295.01
FL0000202,LH6153,D-AIDB,Airbus A321-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-01-29,16:45,16:45,0,,On Time,Terminal 1C,C12,140,74.1,3948.0,450,35,1406,32097.38
FL0000203,LH760,D-AICB,Airbus A320-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-01-29,13:35,13:40,5,De-icing,Delayed,Terminal 1C,B8,135,80.9,3977.0,650,47,1579,12472.39
FL0000204,LH4778,D-AIEB,Airbus A321neo,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2022-01-29,20:40,20:40,0,,On Time,Terminal 1C,C20,168,86.3,4532.0,960,80,3010,40310.6
FL0000205,LH7396,D-AIBA,Airbus A319-100,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2022-01-29,06:30,06:30,0,,On Time,Terminal 1C,A2,118,85.8,4744.0,1090,78,2370,32266.8
FL0000206,LH8103,D-AIDB,Airbus A321-200,Departure,FRA,BRU,Brussels,Belgium,Europe,Short-haul,2022-01-29,17:20,17:30,10,Weather conditions,Delayed,Terminal 1A,C2,156,82.5,3540.0,320,42,759,13658.79
FL0000207,LH8360,D-AIEB,Airbus A321neo,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,2022-01-29,10:55,10:55,0,,Early,Terminal 1B,B6,174,89.3,,680,68,2105,19999.78
FL0000208,LH7387,D-AIEB,Airbus A321neo,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2022-01-29,18:55,18:55,0,,On Time,Terminal 1B,A8,169 pax,86.9,4712.0,300,12,826,22444.63
FL0000209,LH7793,D-AIHC,Airbus A340-600,Arrival,NRT,FRA,Tokyo,Japan,Asia,Long-haul,2022-01-29,14:50,14:55,5,Passenger boarding,Delayed,Terminal 1B,A14,272,91.6,8134.0,9350,667,25124,276342.43
FL0000210,LH1580,D-AIBB,Airbus A319-100,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-01-30,08:40,08:40,0,,On Time,Terminal 1A,B20,115,83.8,646.0,650,49,1441,10624.87
FL0000211,LH7271,D-AIEA,Airbus A321neo,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,30/01/2022,10:50,10:50,0,,Early,Terminal 1A,C13,159,82.0,586.0,365,21,1084,37185.81
FL0000212,LH3813,D-AIDA,Airbus A321-200,Departure,FRA,ATH,Athens,Greece,Europe,Medium-haul,2022-01-30,19:40,19:40,0,,Early,Terminal 1B,C11,156,82.4,1153.0,1810,149,3829,34497.39
FL0000213,LH8500,D-AIBA,Airbus A319-100,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-01-30,18:20,18:30,10,Security check,Delayed,Terminal 1B,A17,130,94.4,4955.0,300,36,838,19298.76
FL0000214,LH9966,D-AIKB,Airbus A330-300,Departure,FRA,SIN,Singapore,Singapore,Asia,Long-haul,2022-01-30,21:10,21:10,0,,On Time,Terminal 1B,A3,220,93.9,8941.0,10300,745,27413,154485.81
FL0000215,LH1982,D-AINA,Airbus A320neo,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-01-31,08:20,08:20,0,,On Time,Terminal 1A,A1,156,86.7,1819.0,650,41,1969,22840.21
FL0000216,LH8719,D-AIEB,Airbus A321neo,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2022-01-31,14:10,14:10,0,,Early,Terminal 1C,C15,171,87.7,475.0,515,49,1493,33074.42
FL0000217,LH4087,D-AIEA,Airbus A321neo,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2022-01-31,22:00,22:00,0,,On Time,Terminal 1A,A28,135,69.7,1685.0,225,28,669,24579.05
FL0000218,LH5785,D-AINA,Airbus A320neo,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2022-02-01,06:30,06:30,0,,On Time,Terminal 1A,C17,125,69.7,2560.0,450,40,1182,24708.24
FL0000219,LH6004,D-AIDA,Airbus A321-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-02-01,15:25,15:30,5,De-icing,Delayed,Terminal 1A,B24,169,89.0,2092.0,650,36,1715,29233.39
FL0000220,LH2228,D-AICC,Airbus A320-200,Departure,FRA,FCO,Rome,Italy,Europe,Short-haul,2022-02-01,08:45,08:45,0,,Early,Terminal 1A,A26,135,80.4,2750.0,960,79,2309,22957.47
FL0000221,LH9079,D-AICA,Airbus A320-200,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2022-02-01,08:20,08:35,15,Technical issue,Delayed,Terminal 1B,B28,131,78.3,3782.0,305,21,846,15299.61
FL0000222,LH3383,D-AIEA,Airbus A321neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-02-01,11:55,11:55,0,,Early,Terminal 1A,B7,161,82.7,4664.0,300,20,856,30272.27
FL0000223,LH3657,D-AIXA,Airbus A350-900,Arrival,BKK,FRA,Bangkok,Thailand,Asia,Long-haul,01/02/2022,20:35,20:35,0,,On Time,Terminal 1B,A9,193,71.0,9487.0,8950,657,40243,79215.66
FL0000224,LH9536,D-AIDB,Airbus A321-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2022-02-02,13:55,13:55,0,,On Time,Terminal 1A,B10,181,95.5,952.0,450,27,1305,33222.5
FL0000225,LH3954,D-AIDB,Airbus A321-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2022-02-02,16:45,16:45,0,,On Time,Terminal 1B,B18,177,93.5,486.0,650,59,1346,31690.29
FL0000226,LH8164,D-AIEB,Airbus A321neo,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2022-02-02,13:05,13:05,0,,On Time,Terminal 1C,C20,141,72.7,1453.0,365,36,1057,22736.34
FL0000227,LH9703,D-AIEB,Airbus A321neo,Departure,FRA,MAD,Madrid,Spain,Europe,Medium-haul,2022-02-02,10:55,10:55,0,,On Time,Terminal 1B,C18,181,93.1,,1450,113,3002,48736.7
FL0000228,LH2016,D-AIEA,Airbus A321neo,Arrival,CPH,FRA,Copenhagen,Denmark,Europe,Short-haul,2022-02-02,20:05,20:05,0,,On Time,Terminal 1B,B20,176,90.4,207.0,680,66,2025,35927.55
FL0000229,LH8991,D-AIDA,Airbus A321-200,Arrival,WAW,FRA,Warsaw,Poland,Europe,Short-haul,2022-02-02,22:10,22:10,0,,On Time,Terminal 1A,A23,158,83.3,3039.0,890,79,2672,22632.93
FL0000230,LH8327,D-AICA,Airbus A320-200,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,02/02/2022,20:10,20:30,20,Strike action,Delayed,Terminal 1A,C22,135,80.9,2651.0,1860,139,5018,41071.41
FL0000231,LH4632,D-AIBB,Airbus A319-100,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2022-02-02,09:50,09:05,15,Late incoming aircraft,Delayed,Terminal 1B,A30,121,87.7,4273.0,300,14,911,11312.41
FL0000232,LH3950,D-AINA,Airbus A320neo,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2022-02-02,20:45,20:45,0,,Early,Terminal 1C,B17,154,86.1,3528.0,225,8,507,37818.94
FL0000233,LH2121,D-ABYA,Boeing 747-8,Arrival,SIN,FRA,Singapore,Singapore,Asia,Long-haul,02/02/2022,13:45,13:45,0,,On Time,Terminal 1A,B22,287,78.9,4654.0,10300,740,42546,
FL0000234,LH7380,D-AICA,Airbus A320-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2022-02-03,13:40,13:50,10,Strike action,Delayed,Terminal 1B,C30,157 pax,94.0,4767.0,650,61,1935,20185.73
FL0000235,LH5617,D-AINA,Airbus A320neo,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2022-02-03,12:25,12:40,15,Baggage loading,Delayed,Terminal 1B,B11,167,93.0,,365,37,904,21009.1
FL0000236,LH5770,D-AIEA,Airbus A321neo,Departure,FRA,ARN,Stockholm,Sweden,Europe,Medium-haul,2022-02-03,19:50,19:05,15,Baggage loading,Delayed,Terminal 1B,C5,157,80.7,3919.0,1240,88,3301,48285.83
FL0000237,LH2324,D-AINA,Airbus A320neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2022-02-03,22:55,22:00,5,Connecting passengers,Delayed,Terminal 1B,B7,148,82.5,4324.0,300,19,609,19672.16
