survey_id,passenger_id,flight_id,survey_date,travel_class,nationality,frequent_flyer_status,trip_purpose,overall_satisfaction,check_in_rating,security_rating,lounge_rating,boarding_rating,seat_comfort_rating,cabin_crew_rating,food_rating,entertainment_rating,wifi_rating,would_recommend,nps_score,comments
SUR000172,PAX00002861,FL0009343,2024-03-14,Economy,UAE,None,Other,2,2,2,,3,2,4,3,8,9,No,7.0,Long queues at security in Frankfurt
SUR000173,PAX00013966,FL0007127,2023-10-23,Premium Economy,Brazil,HON Circle,Leisure,9,7,7,,10,8,8,2,9,4,Yes,1.0,Clean and comfortable cabin
SUR000174,PAX00031473,FL0009852,2024-06-06,Economy,Turkey,Senator,Leisure,7,7,7,,7,4,6,10,4,1,Yes,2.0,Business class seat was outstanding
SUR000175,PAX00028753,FL0006286,2023-03-14,Economy,Austria,None,Business,9,9,7,,10,6,10,3,8,10,Yes,6.0,
SUR000176,PAX00035570,FL0005838,2023-04-27,Economy,Germany,HON Circle,Business,10,8,10,,9,7,10,1,10,6,Yes,1.0,Excellent Lufthansa service as always
SUR000177,PAX00040773,FL0011460,2024-08-09,Economy,Belgium,None,Visiting Family,3,1,5,,4,5,3,2,3,4,No,,Excellent Lufthansa service as always
SUR000178,PAX00017221,FL0006413,2023-04-07,Economy,Canada,None,Visiting Family,7,7,7,,7,5,9,5,5,7,Yes,3.0,Business class seat was outstanding
SUR000179,PAX00011738,FL0007765,2023-12-18,Business,Turkey,HON Circle,Leisure,6,5,6,10.0,8,4,6,6,2,5,Maybe,8.0,Baggage took too long at arrival
SUR000180,PAX00031181,FL0011025,2024-05-31,Economy,Brazil,Senator,Leisure,2/10,1,4,,4,4,3,2,2,6,No,9.0,Excellent Lufthansa service as always
SUR000181,PAX00015602,FL0006911,2023-05-12,Economy,Portugal,None,Other,8,10,8,,9,5,7,7,3,2,Yes,1.0,
SUR000182,PAX00026155,FL0005133,2023-01-31,Business,Poland,Senator,Business,7,6,5,9.0,6,4,6,7,6,5,Yes,6.0,
SUR000183,PAX00005838,FL0010089,2024-07-10,Economy,Germany,None,Other,2,4,1,,1,1,4,6,4,4,No,2.0,Business class seat was outstanding
SUR000184,PAX00042752,FL0007999,2023-12-04,Business,Austria,Frequent Traveller,Business,10,10,10,4.0,10,7,10,7,7,3,Yes,10.0,
SUR000185,PAX00036741,FL0001488,31/05/2022,Economy,United States,None,Business,10,9,10,,10,9,8,1,6,6,Yes,3.0,
SUR000186,PAX00004442,FL0004835,2022-11-27,Economy,Denmark,Senator,Leisure,3,2,4,,5,4,3,6,1,5,No,4.0,Long queues at security in Frankfurt
SUR000187,PAX00010271,FL0000731,2022-01-27,Premium Economy,China,HON Circle,Business,4,3,5,,5,1,6,5,8,6,No,2.0,Cabin crew was very professional
SUR000188,PAX00033153,FL0008096,2023-11-11,Economy,Singapore,None,Other,7,9,9,,7,8,8,4,2,10,Yes,5.0,Cabin crew was very professional
SUR000189,PAX00003233,FL0011894,2024-08-30,Economy,Austria,None,Leisure,10,10,9,,10,7,8,3,2,10,Yes,8.0,
SUR000190,PAX00039564,FL0004956,2023-03-19,Economy,Canada,None,Other,10,10,8,,8,10,10,5,5,9,Yes,8.0,
SUR000191,PAX00020250,FL0002420,17/03/2022,Economy,Turkey,Frequent Traveller,Leisure,2,2,1,,4,4,4,3,4,2,No,8.0,Smooth connection at Frankfurt hub
SUR000192,PAX00002751,FL0001859,15/07/2022,Economy,Thailand,HON Circle,Leisure,3,2,2,,1,3,2,2,2,10,No,8.0,Long queues at security in Frankfurt
SUR000193,PAX00034186,FL0010199,2024-05-16,Economy,Germany,None,Leisure,4,3,2,,3,4,6,5,10,8,No,7.0,Long queues at security in Frankfurt
SUR000194,PAX00013414,FL0010317,2024-04-08,Economy,Spain,None,Visiting Family,7,5,6,,9,8,9,3,4,3,Yes,3.0,Wifi was too slow for work
SUR000195,PAX00015843,FL0011013,2024-05-01,Business,Greece,None,Leisure,1,2,3,7.0,3,3,2,8,8,7,No,8.0,Cabin crew was very professional
SUR000196,PAX00017544,FL0010006,2024-04-25,Economy,Spain,Frequent Traveller,Visiting Family,1,3,2,,2,1,3,10,1,4,No,5.0,
SUR000197,PAX00024488,FL0007702,2023-08-20,Economy,Turkey,Frequent Traveller,Leisure,9,9,9,,9,10,7,2,10,2,Yes,7.0,Food quality has improved
SUR000198,PAX00029483,FL0005701,2023-05-15,Economy,Singapore,None,Business,4,6,2,,5,1,4,8,6,3,No,0.0,
SUR000199,PAX00035834,FL0005391,2023-04-27,Economy,Portugal,HON Circle,Business,5,4,3,,5,7,6,4,2,1,Maybe,6.0,Cabin crew was very professional
SUR000200,PAX00006770,FL0009053,23/12/2023,Premium Economy,Greece,Senator,Leisure,2,1,2,,1,4,3,7,9,4,No,5.0,Excellent Lufthansa service as always
SUR000201,PAX00023529,FL0001664,2022-06-16,Economy,Italy,None,Visiting Family,5,3,3,,4,3,3,3,9,9,Maybe,10.0,Excellent Lufthansa service as always
SUR000202,PAX00016074,FL0002724,2022-07-12,Premium Economy,Germany,None,Visiting Family,7,7,8,,7,6,9,9,5,4,Yes,8.0,Smooth connection at Frankfurt hub
SUR000203,PAX00013339,FL0000403,2021-09-11,Economy,China,None,Other,4,4,5,,2,5,5,10,4,4,No,7.0,Cabin crew was very professional
SUR000204,PAX00005107,FL0001620,2022-01-16,Economy,Belgium,Senator,Other,4,3,3,,5,5,6,1,8,7,No,2.0,Flight was delayed but communication was good
SUR000205,PAX00020572,FL0001084,2021-11-23,Business,Belgium,None,Leisure,2,1,1,4.0,2,4,1,9,1,8,No,2.0,
SUR000206,PAX00008680,FL0000240,2021-09-18,Economy,United States,None,Business,9,7,10,,7,9,9,9,1,3,Yes,,Cabin crew was very professional
SUR000207,PAX00010617,FL0003466,2022-06-27,Business,UAE,HON Circle,Visiting Family,6,7,8,2.0,7,4,6,3,1,9,Maybe,3.0,Smooth connection at Frankfurt hub
SUR000208,PAX00023122,FL0005181,2023-02-19,Economy,United States,None,Business,7,7,7,,7,7,8,10,1,1,Yes,5.0,
SUR000209,PAX00002005,FL0005091,2023-02-04,Economy,United Kingdom,HON Circle,Business,1,2,1,,2,1,3,9,7,4,No,9.0,Long queues at security in Frankfurt
SUR000210,PAX00011115,FL0006909,2023-10-08,Premium Economy,Sweden,None,Leisure,3,1,2,,2,5,1,3,2,4,No,2.0,Long queues at security in Frankfurt
SUR000211,PAX00029066,FL0008594,2023-12-05,Economy,United States,HON Circle,Leisure,6,7,5,,5,8,5,1,10,4,Maybe,8.0,Clean and comfortable cabin
SUR000212,PAX00032254,FL0004457,2023-01-30,Economy,United Kingdom,None,Other,6,6,6,,5,6,6,8,1,5,Maybe,6.0,Cabin crew was very professional
SUR000213,PAX00028650,FL0000313,2021-09-21,Economy,United States,HON Circle,Business,7,7,8,,8,9,7,4,5,4,Yes,0.0,Long queues at security in Frankfurt
SUR000214,PAX00033113,FL0003455,2022-10-28,Business,France,None,Business,8,6,10,10.0,6,10,8,5,5,1,Yes,,Clean and comfortable cabin
SUR000215,PAX00007767,FL0007681,2023-12-22,Economy,Netherlands,HON Circle,Leisure,8,6,10,,10,6,9,3,8,6,Yes,8.0,Flight was delayed but communication was good
SUR000216,PAX00041058,FL0011456,2024-05-15,Economy,Belgium,HON Circle,Leisure,7,5,5,,6,4,7,4,10,5,Yes,3.0,
SUR000217,PAX00016100,FL0011916,2024-06-28,Economy,China,None,Business,10,9,10,,9,8,10,1,10,5,Yes,9.0,Cabin crew was very professional
SUR000218,PAX00016957,FL0000660,2022-03-20,Economy,Singapore,None,Other,8,7,7,,6,5,6,2,3,2,Yes,6.0,Clean and comfortable cabin
SUR000219,PAX00001042,FL0001277,2021-12-19,Economy,Brazil,Senator,Leisure,6,8,5,,6,3,8,2,4,8,Maybe,8.0,Clean and comfortable cabin
SUR000220,PAX00012090,FL0006826,2023-09-07,Premium Economy,Canada,None,Visiting Family,10,10,10,,9,9,9,1,5,4,Yes,3.0,Business class seat was outstanding
SUR000221,PAX00011034,FL0010231,2024-06-27,Economy,Italy,HON Circle,Other,10,10,10,,10,10,8,5,6,8,Yes,9.0,Business class seat was outstanding
SUR000222,PAX00008526,FL0005961,2023-06-01,Economy,India,None,Other,4,5,4,,5,5,3,7,8,5,No,4.0,Baggage took too long at arrival
SUR000223,PAX00001040,FL0001277,2021-12-08,Business,China,None,Visiting Family,1,3,2,5.0,2,2,2,5,6,6,No,4.0,Long queues at security in Frankfurt
SUR000224,PAX00034883,FL0009414,2023-12-31,Economy,South Africa,None,Business,2,4,4,,2,4,4,5,9,5,No,1.0,Baggage took too long at arrival
SUR000225,PAX00018774,FL0011881,2024-11-27,Business,Turkey,None,Leisure,2,2,1,1.0,3,4,1,10,2,7,No,5.0,Flight was delayed but communication was good
SUR000226,PAX00025319,FL0003765,2022-12-14,Economy,Germany,Senator,Visiting Family,8,9,10,,9,9,6,9,3,7,Yes,5.0,Cabin crew was very professional
SUR000227,PAX00043133,FL0011816,2024-10-13,Business,United States,None,Business,8,6,7,9.0,10,7,9,7,4,2,Yes,3.0,Baggage took too long at arrival
SUR000228,PAX00024505,FL0005799,2023-03-13,Economy,Spain,HON Circle,Leisure,9,7,9,,9,10,10,8,4,10,Yes,9.0,Smooth connection at Frankfurt hub
SUR000229,PAX00028940,FL0005999,2023-07-26,Economy,Thailand,None,Visiting Family,4,4,3,,4,2,3,4,6,3,No,10.0,Cabin crew was very professional
SUR000230,PAX00041178,FL0007603,2023-10-14,Economy,China,None,Business,10,8,9,,10,9,8,6,9,8,Yes,9.0,Food quality has improved
SUR000231,PAX00021964,FL0006281,2023-07-15,Economy,Portugal,Frequent Traveller,Business,9,10,8,,9,6,7,1,6,5,Yes,6.0,
SUR000232,PAX00028396,FL0003406,2022-08-01,Premium Economy,Italy,None,Visiting Family,7,7,6,,7,4,9,10,3,3,Yes,0.0,Excellent Lufthansa service as always
SUR000233,PAX00006981,FL0006233,2023-06-05,Economy,Germany,None,Other,7,6,8,,5,4,8,10,10,5,Yes,4.0,Wifi was too slow for work
SUR000234,PAX00037982,FL0002564,2022-07-14,Economy,Sweden,Senator,Other,2,4,2,,2,4,2,2,7,2,No,0.0,Wifi was too slow for work
SUR000235,PAX00040420,FL0010047,2024-04-29,Economy,South Africa,Frequent Traveller,Business,5,5,6,,7,5,7,7,3,1,Maybe,0.0,Cabin crew was very professional
SUR000236,PAX00029752,FL0000740,2021-12-04,Business,UAE,None,Other,2,1,4,10.0,3,1,1,1,5,9,No,9.0,Long queues at security in Frankfurt
SUR000237,PAX00005897,FL0002974,2022-06-03,Business,Spain,None,Leisure,10,9,8,2.0,9,8,8,8,8,1,Yes,9.0,Food quality has improved
SUR000238,PAX00016053,FL0000153,2021-10-09,Economy,Brazil,Senator,Visiting Family,10,9,10,,9,7,8,8,7,4,Yes,1.0,Smooth connection at Frankfurt hub
SUR000239,PAX00009438,FL0005988,2023-04-05,Economy,Belgium,None,Visiting Family,2,1,2,,1,3,4,10,1,4,No,7.0,Flight was delayed but communication was good
SUR000240,PAX00022532,FL0010430,2024-07-05,Business,France,Senator,Visiting Family,7,5,6,6.0,6,7,6,6,6,3,Yes,7.0,Long queues at security in Frankfurt
SUR000241,PAX00035192,FL0011361,2024-08-12,Economy,United States,None,Business,10,8,10,,9,10,10,9,3,1,Yes,7.0,Flight was delayed but communication was good
SUR000242,PAX00012066,FL0007314,2023-08-09,Economy,China,Senator,Business,4,5,4,,3,6,5,8,2,7,No,6.0,Baggage took too long at arrival
SUR000243,PAX00025204,FL0004017,2022-10-14,Economy,Netherlands,HON Circle,Leisure,3,3,2,,2,1,3,10,7,5,No,10.0,Cabin crew was very professional
SUR000244,PAX00009439,FL0005988,2023-07-15,Economy,Thailand,None,Leisure,3,2,2,,5,4,5,4,4,8,No,3.0,Wifi was too slow for work
SUR000245,PAX00033007,FL0007924,11/09/2023,Business,Thailand,Senator,Other,2,2,1,3.0,2,2,3,2,10,10,No,3.0,Business class seat was outstanding
SUR000246,PAX00012192,FL0010480,2024-07-14,Economy,Italy,Senator,Visiting Family,4,6,3,,5,1,5,9,5,10,No,10.0,Food quality has improved
SUR000247,PAX00007489,FL0001386,2022-04-28,Economy,South Africa,None,Business,4,4,3,,5,3,3,1,4,6,No,5.0,
SUR000248,PAX00041114,FL0001774,2022-06-26,Economy,Germany,None,Other,1,2,3,,3,1,1,7,5,2,No,,Excellent Lufthansa service as always
SUR000249,PAX00038233,FL0009805,2024-04-11,Economy,Germany,None,Other,9,7,9,,10,7,8,10,7,10,Yes,7.0,Smooth connection at Frankfurt hub
SUR000250,PAX00041732,FL0004384,2022-11-23,Economy,Canada,HON Circle,Business,2,3,1,,3,4,3,9,10,10,No,2.0,Cabin crew was very professional
SUR000251,PAX00002859,FL0009343,2024-01-03,Economy,Singapore,None,Business,7,9,7,,9,4,8,9,8,8,Yes,2.0,Smooth connection at Frankfurt hub
SUR000252,PAX00010801,FL0005074,2023-05-23,Premium Economy,China,Frequent Traveller,Leisure,6,7,6,,7,8,5,6,9,2,Maybe,9.0,Clean and comfortable cabin
SUR000253,PAX00010774,FL0004907,2023-04-22,Premium Economy,Switzerland,Senator,Business,1,3,3,,3,1,3,2,3,6,No,8.0,Food quality has improved
SUR000254,PAX00029025,FL0009842,2024-03-07,Business,United Kingdom,None,Leisure,10,10,10,2.0,10,7,10,3,5,9,Yes,5.0,
SUR000255,PAX00036734,FL0006811,2023-06-30,Economy,Germany,None,Business,7,7,7,,6,5,8,9,6,10,Yes,1.0,Long queues at security in Frankfurt
SUR000256,PAX00012234,FL0010441,2024-07-25,Economy,Spain,Frequent Traveller,Business,8,8,7,,10,7,8,3,5,9,Yes,1.0,Food quality has improved
SUR000257,PAX00026706,FL0008525,2024-03-12,Economy,Switzerland,Frequent Traveller,Other,10,9,10,,10,10,9,4,5,7,Yes,3.0,Excellent Lufthansa service as always
SUR000258,PAX00043564,FL0004255,2022-09-26,Economy,Italy,HON Circle,Leisure,10,9,8,,10,9,9,6,3,4,Yes,2.0,Business class seat was outstanding
SUR000259,PAX00029477,FL0008555,2024-04-04,Business,Thailand,Frequent Traveller,Business,6,5,8,6.0,5,7,8,6,9,10,Maybe,3.0,Long queues at security in Frankfurt
SUR000260,PAX00008579,FL0012034,2024-11-25,Business,Japan,Senator,Leisure,10,8,9,2.0,9,9,8,1,1,7,Yes,1.0,Baggage took too long at arrival
SUR000261,PAX00024472,FL0006931,2023-09-27,Economy,Austria,None,Visiting Family,3/10,5,5,,5,1,2,2,9,8,No,4.0,
SUR000262,PAX00014158,FL0009191,2024-04-29,Economy,United States,None,Visiting Family,8,9,7,,7,6,10,3,9,1,Yes,4.0,Food quality has improved
SUR000263,PAX00033138,FL0005598,2023-02-22,Economy,United Kingdom,None,Other,9,9,9,,7,6,10,3,10,1,Yes,7.0,Business class seat was outstanding
SUR000264,PAX00022359,FL0006950,2023-08-18,Economy,Italy,None,Business,9,8,7,,7,7,9,6,4,3,Yes,2.0,Wifi was too slow for work
SUR000265,PAX00005973,FL0004357,2022-10-27,Economy,United States,None,Leisure,2,1,3,,1,4,2,6,5,1,No,5.0,
SUR000266,PAX00037458,FL0009463,2024-06-02,Premium Economy,Canada,None,Other,10,10,10,,8,7,8,8,6,1,Yes,5.0,Business class seat was outstanding
SUR000267,PAX00035260,FL0005290,2023-03-15,Economy,Turkey,HON Circle,Business,6,4,8,,8,5,4,8,8,10,Maybe,5.0,Excellent Lufthansa service as always
SUR000268,PAX00030755,FL0008546,2024-03-25,Economy,Netherlands,None,Leisure,6,8,7,,7,3,8,10,3,6,Maybe,10.0,Long queues at security in Frankfurt
SUR000269,PAX00018041,FL0004241,12/01/2023,Economy,Portugal,Senator,Other,10,10,10,,9,10,8,6,4,5,Yes,9.0,Smooth connection at Frankfurt hub
SUR000270,PAX00022743,FL0009991,2024-02-12,Business,Turkey,Frequent Traveller,Business,4,2,2,9.0,5,3,3,2,10,6,No,10.0,Food quality has improved
SUR000271,PAX00006957,FL0002458,2022-08-22,Economy,Thailand,None,Leisure,9,9,10,,7,6,9,4,2,4,Yes,8.0,
SUR000272,PAX00037653,FL0011849,2024-10-09,Economy,United Kingdom,None,Other,6,7,7,,4,8,7,3,10,8,Maybe,8.0,Wifi was too slow for work
SUR000273,PAX00004777,FL0009423,2024-03-20,Economy,France,None,Business,3,4,4,,4,1,3,1,3,5,No,1.0,
SUR000274,PAX00013328,FL0005937,14/07/2023,Economy,United Kingdom,None,Visiting Family,9,8,10,,10,10,7,10,9,1,Yes,8.0,Excellent Lufthansa service as always
SUR000275,PAX00002974,FL0008167,2024-01-18,Economy,Italy,None,Visiting Family,4,4,5,,4,5,6,4,1,8,No,4.0,Cabin crew was very professional
SUR000276,PAX00015619,FL0004783,2023-05-11,Economy,Germany,None,Leisure,7,9,9,,5,4,8,6,9,10,Yes,4.0,
SUR000277,PAX00027881,FL0000652,2021-11-05,Economy,China,None,Visiting Family,5,7,4,,3,3,4,9,6,8,Maybe,2.0,
SUR000278,PAX00004630,FL0001447,2022-03-08,Economy,Greece,None,Leisure,4,4,6,,3,4,4,1,8,5,No,10.0,Food quality has improved
SUR000279,PAX00027760,FL0000541,2021-12-19,Economy,Greece,None,Other,4,5,5,,6,3,2,9,9,6,No,2.0,Excellent Lufthansa service as always
SUR000280,PAX00009035,FL0003563,2022-10-20,Economy,United States,HON Circle,Visiting Family,3,5,5,,5,2,4,3,10,2,No,3.0,
SUR000281,PAX00021210,FL0009152,04/05/2024,Economy,Brazil,HON Circle,Visiting Family,5/10,5,3,,4,7,7,3,2,9,Maybe,3.0,Clean and comfortable cabin
SUR000282,PAX00021197,FL0000294,2021-09-04,Business,Singapore,None,Leisure,10,9,8,9.0,9,10,8,3,3,6,Yes,0.0,Baggage took too long at arrival
SUR000283,PAX00020156,FL0006088,03/04/2023,Economy,South Africa,None,Visiting Family,2,2,4,,1,4,2,10,4,1,No,1.0,Smooth connection at Frankfurt hub
SUR000284,PAX00007201,FL0000925,2021-11-14,Economy,United States,None,Leisure,3,2,1,,4,1,1,3,8,8,No,7.0,Business class seat was outstanding
SUR000285,PAX00012856,FL0010706,2024-04-20,Economy,United Kingdom,None,Leisure,3,5,1,,3,3,4,9,8,10,No,7.0,Baggage took too long at arrival
SUR000286,PAX00008141,FL0001672,20/05/2022,Economy,Singapore,None,Business,2,3,4,,1,2,2,4,8,5,No,8.0,
SUR000287,PAX00014519,FL0004953,2023-01-19,Economy,Denmark,Frequent Traveller,Visiting Family,7,9,9,,5,8,8,6,4,10,Yes,5.0,Business class seat was outstanding
SUR000288,PAX00037200,FL0000759,2022-03-03,Economy,Greece,None,Business,9,8,7,,9,7,9,4,6,4,Yes,0.0,Baggage took too long at arrival
SUR000289,PAX00010839,FL0012090,2024-12-10,Economy,Italy,Frequent Traveller,Leisure,4,2,4,,5,3,3,10,5,3,No,3.0,
SUR000290,PAX00036011,FL0002709,01/07/2022,Economy,France,None,Visiting Family,2,4,1,,4,3,4,9,6,5,No,6.0,Food quality has improved
SUR000291,PAX00036448,FL0009179,2024-01-03,Business,Poland,None,Other,6,8,5,10.0,7,3,4,10,2,9,Maybe,4.0,
SUR000292,PAX00003280,FL0003872,2022-10-06,Economy,Japan,HON Circle,Other,4,6,6,,3,2,5,7,6,3,No,0.0,Smooth connection at Frankfurt hub
SUR000293,PAX00003615,FL0005790,2023-06-22,Economy,Germany,HON Circle,Leisure,1,2,2,,3,3,3,8,6,1,No,6.0,Business class seat was outstanding
SUR000294,PAX00034550,FL0001693,2022-03-27,Economy,Spain,HON Circle,Leisure,2,1,4,,1,2,4,9,5,3,No,9.0,
SUR000295,PAX00011480,FL0000418,2022-01-14,Economy,Japan,None,Visiting Family,5,4,4,,6,2,6,4,8,1,Maybe,0.0,Clean and comfortable cabin
SUR000296,PAX00011568,FL0011662,2024-11-11,Economy,United Kingdom,None,Other,9,9,8,,7,9,9,10,7,5,Yes,10.0,Wifi was too slow for work
SUR000297,PAX00036335,FL0004679,2022-11-15,Economy,Singapore,None,Visiting Family,9,7,10,,7,8,10,10,1,8,Yes,7.0,Smooth connection at Frankfurt hub
SUR000298,PAX00009211,FL0003849,2022-12-11,Premium Economy,Belgium,HON Circle,Other,9,10,9,,8,6,8,8,7,9,Yes,1.0,Smooth connection at Frankfurt hub
SUR000299,PAX00017816,FL0005918,2023-05-29,Premium Economy,China,None,Visiting Family,4,5,4,,5,5,3,4,7,3,No,8.0,Smooth connection at Frankfurt hub
SUR000300,PAX00025405,FL0010185,2024-02-20,Economy,France,Frequent Traveller,Business,5,6,6,,6,4,6,7,10,9,Maybe,3.0,
SUR000301,PAX00037144,FL0002490,2022-05-27,Economy,China,None,Leisure,5,4,6,,4,4,3,4,7,9,Maybe,3.0,Food quality has improved
SUR000302,PAX00005384,FL0001283,2022-02-08,Premium Economy,South Africa,HON Circle,Leisure,2/10,2,4,,2,1,2,10,10,3,No,6.0,Cabin crew was very professional
SUR000303,PAX00038555,FL0008678,2024-01-28,Economy,Austria,None,Visiting Family,9,9,8,,7,6,9,2,7,8,Yes,6.0,Cabin crew was very professional
SUR000304,PAX00020472,FL0006241,2023-03-19,Economy,Greece,None,Visiting Family,4,3,6,,3,5,6,6,8,7,No,8.0,
SUR000305,PAX00037537,FL0006290,2023-03-31,Economy,Italy,Frequent Traveller,Visiting Family,3,2,2,,1,1,3,5,6,2,No,4.0,Business class seat was outstanding
SUR000306,PAX00004899,FL0007914,2023-08-27,Economy,Netherlands,Frequent Traveller,Other,2,2,4,,1,2,4,2,1,1,No,5.0,
SUR000307,PAX00006308,FL0001461,2022-02-02,Economy,United States,None,Other,5,4,6,,7,5,6,6,6,9,Maybe,5.0,Wifi was too slow for work
SUR000308,PAX00028577,FL0006383,2023-06-06,Economy,Singapore,None,Leisure,7,6,8,,8,6,7,7,3,5,Yes,2.0,Clean and comfortable cabin
SUR000309,PAX00019937,FL0005094,2023-02-24,Economy,United Kingdom,None,Other,1,1,3,,2,2,1,2,6,4,No,10.0,Clean and comfortable cabin
SUR000310,PAX00003602,FL0010467,2024-07-13,Economy,United States,Senator,Business,6,4,7,,7,5,7,3,3,8,Maybe,1.0,Clean and comfortable cabin
SUR000311,PAX00014322,FL0003831,2022-09-28,Business,United Kingdom,None,Other,10,9,8,8.0,8,7,10,4,10,3,Yes,5.0,Excellent Lufthansa service as always
SUR000312,PAX00011010,FL0003366,2022-07-21,Economy,France,Senator,Leisure,9,10,10,,10,7,8,7,9,5,Yes,,
SUR000313,PAX00029712,FL0011445,2024-05-20,Business,Thailand,None,Business,4,3,2,4.0,4,4,2,9,4,3,No,1.0,Food quality has improved
SUR000314,PAX00021638,FL0010611,2024-08-14,Economy,Singapore,None,Business,3,5,2,,2,4,1,3,3,4,No,1.0,Food quality has improved
SUR000315,PAX00004463,FL0001976,2022-04-16,Economy,Germany,HON Circle,Business,10,9,8,,8,8,9,6,1,3,Yes,0.0,Baggage took too long at arrival
SUR000316,PAX00029659,FL0008947,2024-04-19,Premium Economy,Denmark,Frequent Traveller,Business,9,10,10,,10,6,7,7,1,10,Yes,0.0,Long queues at security in Frankfurt
SUR000317,PAX00030063,FL0002068,2022-04-22,Economy,United Kingdom,HON Circle,Other,9,8,7,,8,6,8,9,5,2,Yes,10.0,
SUR000318,PAX00033292,FL0000765,2021-11-03,Premium Economy,France,None,Other,10,9,10,,9,9,8,9,8,1,Yes,6.0,
SUR000319,PAX00002251,FL0011004,2024-04-07,Economy,Italy,Senator,Other,8,6,10,,8,7,9,2,1,10,Yes,5.0,
SUR000320,PAX00014916,FL0002226,2022-06-11,Economy,Spain,Senator,Visiting Family,1,3,3,,1,3,1,5,9,1,No,9.0,Flight was delayed but communication was good
SUR000321,PAX00017691,FL0006392,2023-03-16,Economy,Denmark,HON Circle,Visiting Family,9,8,9,,7,7,10,7,5,4,Yes,5.0,Baggage took too long at arrival
SUR000322,PAX00026290,FL0005833,2023-07-06,Economy,Denmark,None,Business,5,3,3,,6,4,6,8,6,10,Maybe,3.0,Baggage took too long at arrival
SUR000323,PAX00000617,FL0004843,2022-11-22,Economy,Switzerland,Frequent Traveller,Leisure,9,10,9,,8,7,9,4,7,10,Yes,10.0,Smooth connection at Frankfurt hub
SUR000324,PAX00022707,FL0009028,2024-01-10,Business,France,None,Leisure,2,1,4,8.0,1,3,1,6,10,2,No,10.0,
SUR000325,PAX00036945,FL0005892,2023-06-14,Economy,Thailand,None,Business,5,6,5,,6,7,3,10,2,2,Maybe,,Excellent Lufthansa service as always
SUR000326,PAX00041038,FL0006423,2023-09-08,Business,Canada,None,Leisure,9,10,8,6.0,10,8,9,2,3,6,Yes,5.0,
SUR000327,PAX00028141,FL0002756,2022-08-26,Economy,United States,Senator,Other,4,5,2,,5,2,4,1,10,6,No,9.0,Baggage took too long at arrival
SUR000328,PAX00011131,FL0003495,2022-11-18,Economy,Belgium,Senator,Visiting Family,2,1,4,,2,3,2,9,4,2,No,4.0,Food quality has improved
SUR000329,PAX00029447,FL0002305,2022-05-23,Economy,Spain,Frequent Traveller,Business,8,8,10,,10,7,10,2,2,2,Yes,,Flight was delayed but communication was good
SUR000330,PAX00019267,FL0001766,2022-02-13,Business,India,None,Other,8,9,6,8.0,8,9,9,10,5,6,Yes,4.0,
SUR000331,PAX00025993,FL0011551,2024-07-16,Economy,United States,None,Leisure,6/10,7,5,,7,8,8,4,9,4,Maybe,0.0,Baggage took too long at arrival
